,id,preds
0,1,0.0999999986961484
1,2,0.09999999916180968
2,3,0.10000000316649675
3,4,0.09999999646097421
4,5,0.10000000298023223
5,6,0.09999999906867743
6,7,0.0999999993480742
7,8,0.10000000279396773
8,9,0.10000000144355
9,10,0.10000000256113709
10,11,0.10000000055879354
11,12,0.10000000995351002
12,13,0.09999999916180968
13,14,0.09999999809078872
14,15,0.10000000474974513
15,16,0.09999999953433872
16,17,0.0999999975785613
17,18,0.09999999813735486
18,19,0.10000000055879354
19,20,0.09999999850988388
20,21,0.09999999930150807
21,22,0.0999999949708581
22,23,0.09999999832361936
23,24,0.09999999138526619
24,25,0.10000000689178705
25,26,0.099999998009298
26,27,0.10000000782310962
27,28,0.10000000037252903
28,29,0.09999999906867743
29,30,0.10000000540167094
30,31,0.10000000190921128
31,32,0.10000000433064997
32,33,0.09999999823048711
33,34,0.10000000027939678
34,35,0.09999999552965164
35,36,0.10000000218860805
36,37,0.09999999944120645
37,38,0.0999999969266355
38,39,0.09999999990686774
39,40,0.10000000153668225
40,41,0.09999999536667019
41,42,0.10000000200234353
42,43,0.099999996740371
43,44,0.09999999610008672
44,45,0.10000000614672899
45,46,0.10000000111758708
46,47,0.09999999962747097
47,48,0.10000000037252903
48,49,0.10000000298023223
49,50,0.10000000335276127
50,51,0.09999999990686774
51,52,0.10000000164145603
52,53,0.09999999143183232
53,54,0.10000000633299351
54,55,0.09999999888241291
55,56,0.09999999894644133
56,57,0.1000000024214387
57,58,0.10000000139698387
58,59,0.10000000200234353
59,60,0.10000000111758708
60,61,0.10000000232830644
61,62,0.1000000006519258
62,63,0.0999999949708581
63,64,0.09999999515712261
64,65,0.10000000670552253
65,66,0.09999999781139195
66,67,0.10000000447034836
67,68,0.10000000088475644
68,69,0.09999999906867743
69,70,0.10000000186264515
70,71,0.10000000167638064
71,72,0.10000000922009349
72,73,0.10000000158324837
73,74,0.10000000046566129
74,75,0.1000000013038516
75,76,0.10000000707805157
76,77,0.1000000024214387
77,78,0.09999999972060322
78,79,0.09999999944120645
79,80,0.10000000074505806
80,81,0.09999999832361936
81,82,0.09999999706633389
82,83,0.10000000367872416
83,84,0.09999999441206456
84,85,0.10000000274740159
85,86,0.09999999584979377
86,87,0.09999999646097421
87,88,0.09999999115243555
88,89,0.10000000018626451
89,90,0.1000000019557774
90,91,0.10000000337604434
91,92,0.10000000321306288
92,93,0.09999999962747097
93,94,0.1000000024214387
94,95,0.10000000428408384
95,96,0.09999999850988388
96,97,0.09999999906867743
97,98,0.10000000465661288
98,99,0.09999999520368874
99,100,0.10000000298023223
100,101,0.100000003981404
101,102,0.10000000551808626
102,103,0.10000000111758708
103,104,0.1000000006519258
104,105,0.10000000074505806
105,106,0.09999999878928065
106,107,0.10000000298023223
107,108,0.09999999843421392
108,109,0.10000000214204192
109,110,0.10000000465661288
110,111,0.09999999366700649
111,112,0.10000000335276127
112,113,0.0999999959487468
113,114,0.10000000316649675
114,115,0.09999999711290002
115,116,0.10000000055879354
116,117,0.09999999944120645
117,118,0.10000000295694918
118,119,0.10000000270083546
119,120,0.09999999580904842
120,121,0.09999999729916453
121,122,0.100000004703179
122,123,0.10000000428408384
123,124,0.09999999832361936
124,125,0.09999998919665813
125,126,0.09999999916180968
126,127,0.09999999366700649
127,128,0.0999999986961484
128,129,0.10000000176951289
129,130,0.09999999841675163
130,131,0.1000000037252903
131,132,0.10000000083819031
132,133,0.10000000223517418
133,134,0.10000000537838787
134,135,0.09999999459832906
135,136,0.10000000360887498
136,137,0.09999999813735486
137,138,0.10000000521540642
138,139,0.09999999888241291
139,140,0.10000000167638064
140,141,0.10000000149011612
141,142,0.09999999348074198
142,143,0.0999999965308234
143,144,0.10000000530853867
144,145,0.1000000037252903
145,146,0.10000000596046447
146,147,0.09999999571591615
147,148,0.09999999729916453
148,149,0.09999999571591615
149,150,0.09999999187421053
150,151,0.09999999776482582
151,152,0.0999999969266355
152,153,0.10000000144355
153,154,0.10000000894069672
154,155,0.09999999925494193
155,156,0.09999999992141965
156,157,0.10000000298023223
157,158,0.10000000149011612
158,159,0.10000000181607901
159,160,0.10000000027939678
160,161,0.09999999720603228
161,162,0.09999999711290002
162,163,0.10000000456348061
163,164,0.10000000149011612
164,165,0.10000000335276127
165,166,0.09999999906867743
166,167,0.10000000139698387
167,168,0.1
168,169,0.10000000272411853
169,170,0.10000000023283065
170,171,0.10000000577419996
171,172,0.09999999646097421
172,173,0.09999999161809683
173,174,0.10000000139698387
174,175,0.09999999962747097
175,176,0.09999999708961696
176,177,0.10000000116415322
177,178,0.10000000519212335
178,179,0.10000000400468707
179,180,0.10000000577419996
180,181,0.09999998938292265
181,182,0.10000000069849194
182,183,0.10000000158324837
183,184,0.0999999969266355
184,185,0.10000000251457095
185,186,0.09999999217689037
186,187,0.09999999864958227
187,188,0.09999999515712261
188,189,0.09999999469146133
189,190,0.09999999888241291
190,191,0.09999999357387424
191,192,0.1000000024214387
192,193,0.09999999916180968
193,194,0.09999999273568391
194,195,0.09999999520368874
195,196,0.10000000260770321
196,197,0.10000000111758708
197,198,0.09999999781139195
198,199,0.10000000093714334
199,200,0.09999999888241291
200,201,0.10000000391155481
201,202,0.10000000260770321
202,203,0.10000000419095159
203,204,0.10000000423751772
204,205,0.10000000288709998
205,206,0.09999999655410648
206,207,0.0999999993480742
207,208,0.1
208,209,0.10000000458676368
